IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-254	D20_Rep1_Epi	D20_Rep1_Epi	human	EXP-132	JYH	1/12/2018	JYH_141	JYH_141_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N707	S503		SEQ-409			hg38	39,407,124	24,206,254	0.614	0.249	35.1	0.421		
SAMP-247	D05_Rep2_Epi	D05_Rep2_Epi	human	EXP-144	JYH	1/12/2018	JYH_153	JYH_153_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N703	S503		SEQ-410			hg38	39,251,284	20,684,932	0.527	0.334	33.75	0.414		
SAMP-227	D00_Rep2	D00_Rep2	human	EXP-134	JYH	1/12/2018	JYH_143	JYH_143_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N701	S510		SEQ-411			hg38	52,651,722	20,746,404	0.394	0.476	27.45	0.324		
SAMP-229	D03_Rep2	D03_Rep2	human	EXP-135	JYH	1/12/2018	JYH_144	JYH_144_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N702	S511		SEQ-412			hg38	58,673,938	27,351,894	0.466	0.334	24.27	0.28		
SAMP-231	D05_Rep2_VE	D05_Rep2_VE	human	EXP-136	JYH	1/12/2018	JYH_145	JYH_145_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N703	S503		SEQ-413			hg38	55,827,102	28,023,708	0.502	0.354	30.9	0.389		
SAMP-233	D07_Rep2_VE	D07_Rep2_VE	human	EXP-137	JYH	1/12/2018	JYH_146	JYH_146_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N704	S503		SEQ-414			hg38	54,298,010	35,930,194	0.662	0.19	25.74	0.338		
SAMP-235	D09_Rep2_VE	D09_Rep2_VE	human	EXP-138	JYH	1/12/2018	JYH_147	JYH_147_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N705	S505		SEQ-415			hg38	56,142,676	37,156,732	0.662	0.186	27.13	0.339		
SAMP-237	D15_Rep2_VE	D15_Rep2_VE	human	EXP-139	JYH	1/12/2018	JYH_148	JYH_148_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N706	S506		SEQ-416			hg38	48,753,928	31,053,408	0.637	0.213	28.71	0.327		
SAMP-239	D05_Rep2_CM	D05_Rep2_CM	human	EXP-140	JYH	1/12/2018	JYH_149	JYH_149_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N707	S507		SEQ-417			hg38	55,761,316	29,186,764	0.523	0.326	34.13	0.432		
SAMP-241	D07_Rep2_CM	D07_Rep2_CM	human	EXP-141	JYH	1/12/2018	JYH_150	JYH_150_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N710	S508		SEQ-418			hg38	47,134,938	24,596,884	0.522	0.331	34.51	0.456		
SAMP-243	D09_Rep2_CM	D09_Rep2_CM	human	EXP-142	JYH	1/12/2018	JYH_151	JYH_151_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N701	S511		SEQ-419			hg38	63,947,944	35,776,844	0.559	0.286	34.29	0.433		
SAMP-245	D15_Rep2_CM	D15_Rep2_CM	human	EXP-143	JYH	1/12/2018	JYH_152	JYH_152_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N702	S503		SEQ-420			hg38	41,365,802	23,995,740	0.58	0.249	28.72	0.368		
SAMP-249	D07_Rep2_Epi	D07_Rep2_Epi	human	EXP-145	JYH	1/12/2018	JYH_154	JYH_154_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N704	S505		SEQ-421			hg38	46,408,520	30,799,008	0.664	0.181	31.23	0.405		
SAMP-251	D09_Rep2_Epi	D09_Rep2_Epi	human	EXP-146	JYH	1/12/2018	JYH_155	JYH_155_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N705	S506		SEQ-422			hg38	41,309,996	27,473,216	0.665	0.179	31.72	0.4		
SAMP-253	D15_Rep2_Epi	D15_Rep2_Epi	human	EXP-147	JYH	1/12/2018	JYH_156	JYH_156_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N706	S507		SEQ-423			hg38	50,389,498	34,482,712	0.684	0.162	30.78	0.393		
SAMP-255	D20_Rep2_Epi	D20_Rep2_Epi	human	EXP-148	JYH	1/12/2018	JYH_157	JYH_157_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	N707	S508		SEQ-424			hg38	56,610,012	39,393,176	0.696	0.162	30.11	0.366		
Other	K562_H3K27Ac	K562_H3K27Ac	human	EXP-350	AVD	1/25/2018	AVD_73	AVD_73	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	I2	NA	Combined this set 50/50 with JYH	SEQ-428			hg38	90,130,794	66,650,616	0.739	0.00442	9.273	0.243		
Other	K562_H3K4me3	K562_H3K4me3	human	EXP-351	AVD	1/25/2018	AVD_74	AVD_74	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	I4	NA	Combined this set 50/50 with JYH	SEQ-429			hg38	102,523,142	84,194,114	0.821	0.000436	14.29	0.685		
Other	K562_H3K27me3	K562_H3K27me3	human	EXP-352	AVD	1/25/2018	AVD_75	AVD_75	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.14	I5	NA	Combined this set 50/50 with JYH	SEQ-430			hg38	113,929,626	66,799,372	0.586	0.00466	2.004	0.0396		
Other	K562_Input	K562_Input	human	EXP-353	AVD	1/25/2018	AVD_76	AVD_76	ChIP-seq	EPIGEN	NextSeq550 High	75	PE	0.08	I6	NA	Combined this set 50/50 with JYH	SEQ-431			hg38	19,641,680	16,024,474	0.816	0.0112	1.365	0.0205		
SAMP-406	1	NCI-H1299_ sgRNA1.1	human	EXP-354	JYH	1/25/2018	JYH_234	JYH_234	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N704	S502	NCI-H1299, sgRNA1.1	SEQ-432			hg38	17,639,344	8,994,832	0.51	0.224	27.61	0.266		
SAMP-406	1	NCI-H1299_ sgRNA1.1	human	EXP-354	JYH	3/8/2018	JYH_234	JYH_234_1_2	ATAC-seq									SEQ-432			hg38	134672622	65477224	0.486	0.217	25.41	0.279		
SAMP-407	2	NCI-H1299_ sgRNA1.2	human	EXP-355	JYH	1/25/2018	JYH_235	JYH_235	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N705	S503	NCI-H1299, sgRNA1.2	SEQ-433			hg38	18,518,916	5,604,562	0.303	0.449	14.38	0.148		
SAMP-407	2	NCI-H1299_ sgRNA1.2	human	EXP-355	JYH	3/8/2018	JYH_235	JYH_235_1_2	ATAC-seq									SEQ-433			hg38	146428070	41868112	0.286	0.439	13.9	0.16		
SAMP-408	3	NCI-H1299_ sgRNA1.3	human	EXP-356	JYH	1/25/2018	JYH_236	JYH_236	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N706	S505	NCI-H1299, sgRNA1.3	SEQ-434			hg38	18,553,970	5,804,110	0.313	0.447	18.7	0.18		
SAMP-408	3	NCI-H1299_ sgRNA1.3	human	EXP-356	JYH	3/8/2018	JYH_236	JYH_236_1_2	ATAC-seq									SEQ-434			hg38	137207664	41819864	0.305	0.436	17.9	0.194		
SAMP-409	5	NCI-H1299_ sgRNA2.1	human	EXP-357	JYH	1/25/2018	JYH_237	JYH_237	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N707	S506	NCI-H1299, sgRNA2.1	SEQ-435			hg38	18,975,156	8,680,754	0.457	0.305	23.35	0.206		
SAMP-409	5	NCI-H1299_ sgRNA2.1	human	EXP-357	JYH	3/8/2018	JYH_237	JYH_237_1_2	ATAC-seq									SEQ-435			hg38	144722084	63337820	0.438	0.298	21.7	0.219		
SAMP-410	6	NCI-H1299_ sgRNA2.2	human	EXP-358	JYH	1/25/2018	JYH_238	JYH_238	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N710	S507	NCI-H1299, sgRNA2.2	SEQ-436			hg38	17,095,784	6,218,820	0.364	0.413	22.81	0.211		
SAMP-410	6	NCI-H1299_ sgRNA2.2	human	EXP-358	JYH	3/8/2018	JYH_238	JYH_238_1_2	ATAC-seq									SEQ-436			hg38	129331150	45444124	0.351	0.4	23.92	0.229		
SAMP-411	7	NCI-H1299_ sgRNA2.3	human	EXP-359	JYH	1/25/2018	JYH_239	JYH_239	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N711	S508	NCI-H1299, sgRNA2.3	SEQ-437			hg38	19,280,836	7,309,620	0.379	0.377	16.55	0.16		
SAMP-411	7	NCI-H1299_ sgRNA2.3	human	EXP-359	JYH	3/8/2018	JYH_239	JYH_239_1_2	ATAC-seq									SEQ-437			hg38	143152088	51673694	0.361	0.368	15.75	0.172		
SAMP-412	9	NCI-H1299_ sgRNA3.1	human	EXP-360	JYH	1/25/2018	JYH_240	JYH_240	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N712	S510	NCI-H1299, sgRNA3.1	SEQ-438			hg38	15,319,406	6,060,952	0.396	0.337	27.18	0.263		
SAMP-412	9	NCI-H1299_ sgRNA3.1	human	EXP-360	JYH	3/8/2018	JYH_240	JYH_240_1_2	ATAC-seq									SEQ-438			hg38	108525290	42040310	0.387	0.326	25.58	0.28		
SAMP-413	10	NCI-H1299_ sgRNA3.2	human	EXP-361	JYH	1/25/2018	JYH_241	JYH_241	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N701	S511	NCI-H1299, sgRNA3.2	SEQ-439			NA	NA	NA	NA	NA	NA	NA		
SAMP-413	10	NCI-H1299_ sgRNA3.2	human	EXP-361	JYH	3/8/2018	JYH_241	JYH_241_1_2	ATAC-seq									SEQ-439			NA	NA	NA	NA	NA	NA	NA		
SAMP-414	11	NCI-H1299_ sgRNA3.3	human	EXP-362	JYH	1/25/2018	JYH_242	JYH_242	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N702	S502	NCI-H1299, sgRNA3.3	SEQ-440			hg38	20,856,234	5,766,106	0.276	0.497	21.64	0.207		
SAMP-414	11	NCI-H1299_ sgRNA3.3	human	EXP-362	JYH	3/8/2018	JYH_242	JYH_242_1_2	ATAC-seq									SEQ-440			hg38	147023662	39299212	0.267	0.483	20.91	0.224		
SAMP-415	13	NCI-H1299_ sgRNA4.1	human	EXP-363	JYH	1/25/2018	JYH_243	JYH_243	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N703	S503	NCI-H1299, sgRNA4.1	SEQ-441			hg38	18,771,330	7,161,924	0.382	0.383	26.83	0.247		
SAMP-415	13	NCI-H1299_ sgRNA4.1	human	EXP-363	JYH	3/8/2018	JYH_243	JYH_243_1_2	ATAC-seq									SEQ-441			hg38	140776322	51714078	0.367	0.372	25.12	0.262		
SAMP-416	14	NCI-H1299_ sgRNA4.2	human	EXP-364	JYH	1/25/2018	JYH_244	JYH_244	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N704	S505	NCI-H1299, sgRNA4.2	SEQ-442			hg38	22,779,164	7,600,542	0.334	0.423	16.53	0.157		
SAMP-416	14	NCI-H1299_ sgRNA4.2	human	EXP-364	JYH	3/8/2018	JYH_244	JYH_244_1_2	ATAC-seq									SEQ-442			hg38	181558618	56254114	0.31	0.411	15.83	0.172		
SAMP-417	15	NCI-H1299_ sgRNA4.3	human	EXP-365	JYH	1/25/2018	JYH_245	JYH_245	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N705	S506	NCI-H1299, sgRNA4.3	SEQ-443			hg38	17,621,602	5,581,852	0.317	0.44	19.25	0.175		
SAMP-417	15	NCI-H1299_ sgRNA4.3	human	EXP-365	JYH	3/8/2018	JYH_245	JYH_245_1_2	ATAC-seq									SEQ-443			hg38	129916644	39055140	0.301	0.432	18.28	0.189		
SAMP-126	GM_SNAP10	ATAC control	human	EXP-366	JYH	1/25/2018	JYH_246	JYH_246	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	N706	S507	ATAC control	SEQ-444			hg38	4,864,370	2,523,194	0.519	0.347	31.46	0.177		
SAMP-441	CZ05	Fatty_Acid_Free_BSA_NP_40_from_bulk_ATAC	human	EXP-367	JYH	1/25/2018	JYH_247	JYH_247	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N712	S505	Fresh	SEQ-445			hg38	19,198,280	13,477,820	0.702	0.176	38.39	0.388		
SAMP-442	CZ05	Fatty_Acid_Free_BSA_digitonin_from_bulk_ATAC	human	EXP-368	JYH	1/25/2018	JYH_248	JYH_248	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N706	S508	Fresh	SEQ-446			hg38	15,011,252	8,768,876	0.584	0.295	30.87	0.349		
SAMP-443	CZ05	Fatty_Acid_Free_BSA_NP_40_digitonin_tween20_from_bulk_ATAC	human	EXP-369	JYH	1/25/2018	JYH_249	JYH_249	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N710	S510	Fresh	SEQ-447			hg38	18,321,876	11,244,512	0.614	0.249	27.48	0.275		
SAMP-444	CZ05	Normal_BSA_NP_40_from_bulk_ATAC	human	EXP-370	JYH	1/25/2018	JYH_250	JYH_250	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N711	S506	Fresh	SEQ-448			hg38	21,630,122	12,658,974	0.585	0.287	40.31	0.408		
SAMP-445	CZ05	Omni_buffer_from_bulk_ATAC	human	EXP-371	JYH	1/25/2018	JYH_251	JYH_251	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N701	S511	Fresh	SEQ-449			NA	NA	NA	NA	NA	NA	NA		
SAMP-441	CZ05	Fatty_Acid_Free_BSA_NP_40_from_scATAC_test	human	EXP-372	JYH	1/25/2018	JYH_252	JYH_252	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N743	S532	Fresh	SEQ-450			hg38	18,406,030	2,791,778	0.152	0.0716	36.15	0.375		
SAMP-442	CZ05	Fatty_Acid_Free_BSA_digitonin_from_scATAC_test	human	EXP-373	JYH	1/25/2018	JYH_253	JYH_253	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N753	S532	Fresh	SEQ-451			hg38	11,659,168	404,992	0.0347	0.137	31.74	0.32		
SAMP-443	CZ05	Fatty_Acid_Free_BSA_NP_40_digitonin_tween20_from_scATAC_test	human	EXP-374	JYH	1/25/2018	JYH_254	JYH_254	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N747	S535	Fresh	SEQ-452			hg38	9,052,256	490,108	0.0541	0.0678	26.15	0.233		
SAMP-444	CZ05	Normal_BSA_NP_40_from_scATAC_test	human	EXP-375	JYH	1/25/2018	JYH_255	JYH_255	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N749	S532	Fresh	SEQ-453			hg38	15,694,054	1,756,930	0.112	0.189	37.76	0.405		
SAMP-445	CZ05	Omni_buffer_from_scATAC_test	human	EXP-376	JYH	1/25/2018	JYH_256	JYH_256	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.02	N751	S532	Fresh	SEQ-454			hg38	21,285,102	3,873,474	0.182	0.0634	33.57	0.33		
N/A	NA	HA 1_ input	human	N/A	DUG	N/A	SRC1567	SRC1567	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A20	/home/sochee/fastq/SRC1567_R1.fastq.bz2	SEQ-455			hg38	36,744,802	27,085,799	0.737	0.0105	2.208	0.0356		
N/A	NA	HA 3_ input	human	N/A	DUG	N/A	SRC1568	SRC1568	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A20	/home/sochee/fastq/SRC1568_R1.fastq.bz2	SEQ-456			hg38	34,729,184	26,531,110	0.764	0.0105	2.32	0.0348		
N/A	NA	HA 5_ input	human	N/A	DUG	N/A	SRC1569	SRC1569	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A22	/home/sochee/fastq/SRC1569_R1.fastq.bz2	SEQ-457			hg38	36,810,392	24,912,753	0.677	0.0143	2.444	0.0414		
N/A	NA	HA1_ HA tag	human	N/A	DUG	N/A	SRC1570	SRC1570	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A23	/home/sochee/fastq/SRC1570_R1.fastq.bz2	SEQ-458			hg38	25,237,027	16,077,696	0.637	0.00227	2.366	0.0325		
N/A	NA	HA2_ HA tag	human	N/A	DUG	N/A	SRC1571	SRC1571	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A25	/home/sochee/fastq/SRC1571_R1.fastq.bz2	SEQ-459			hg38	20,293,214	12,249,148	0.604	0.00179	5.478	0.0783		
N/A	NA	HA3_ HA tag	human	N/A	DUG	N/A	SRC1572	SRC1572	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A27	/home/sochee/fastq/SRC1572_R1.fastq.bz2	SEQ-460			hg38	26,648,395	16,403,667	0.616	0.00393	7.595	0.11		
N/A	NA	HA4_ HA tag	human	N/A	DUG	N/A	SRC1573	SRC1573	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A02	/home/sochee/fastq/SRC1573_R1.fastq.bz2	SEQ-461			hg38	29,132,754	19,399,427	0.666	0.00228	8.312	0.121		
N/A	NA	HA5_ HA tag	human	N/A	DUG	N/A	SRC1574	SRC1574	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A05	/home/sochee/fastq/SRC1574_R1.fastq.bz2	SEQ-462			hg38	25,634,354	15,739,334	0.614	0.00166	5.8	0.084		
N/A	NA	HA6_ HA tag	human	N/A	DUG	N/A	SRC1575	SRC1575	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A07	/home/sochee/fastq/SRC1575_R1.fastq.bz2	SEQ-463			hg38	31,844,576	17,676,657	0.555	0.00125	5.089	0.0705		
N/A	NA	Cortex1_H3K4me2	mouse	N/A	DUG	N/A	SRC1576	SRC1576	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A01	/home/sochee/fastq/SRC1576_R1.fastq.bz2	SEQ-464			mm10	36,032,267	500,103	0.0139	0.000196	4.291	0.137		
N/A	NA	Cortex1_H3K27Ac	mouse	N/A	DUG	N/A	SRC1577	SRC1577	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A02	/home/sochee/fastq/SRC1577_R1.fastq.bz2	SEQ-465			mm10	40,137,699	24,977,134	0.622	0.00195	6.434	0.088		
N/A	NA	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A02	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465			mm10	6,153,466	437,946	0.0712	0.00314	1.565	0.0098		
N/A	NA	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A02	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465			mm10	3,076,733	440,916	0.143	0.00304	1.53	0.0087		
N/A	NA	input_ 50mg_ probe_ 40 cycles	mouse	N/A	DUG	N/A	SRC1609	SRC1609_R2	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A02	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-465			mm10	3,076,733	356,647	0.116	0.00308	1.58	0.00918		
N/A	NA	Cortex1_H3K27me3	mouse	N/A	DUG	N/A	SRC1578	SRC1578	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A03	/home/sochee/fastq/SRC1578_R1.fastq.bz2	SEQ-466			mm10	24,056,510	3,661,888	0.152	0.00163	1.508	0.0175		
N/A	NA	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A03	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466			mm10	3,095,868	592,260	0.191	0.0114	5.088	0.0426		
N/A	NA	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A03	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466			mm10	1,547,934	958,998	0.62	0.0109	2.074	0.0223		
N/A	NA	input_ 50mg_ 10%_ 20 min	mouse	N/A	DUG	N/A	SRC1610	SRC1610_R2	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A03	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-466			mm10	1,547,934	819,679	0.53	0.0108	2.282	0.0234		
N/A	NA	Cortex1_H3K27me3	mouse	N/A	DUG	N/A	SRC1579	SRC1579	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A04	/home/sochee/fastq/SRC1579_R1.fastq.bz2	SEQ-467			mm10	3,547,145	2,173,491	0.613	0.00107	1.448	0.0156		
N/A	NA	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A04	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467			mm10	3,006,246	589,550	0.196	0.00712	8.684	0.0766		
N/A	NA	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A04	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467			mm10	1,503,123	984,299	0.655	0.00689	3.287	0.0328		
N/A	NA	input_ 20mg_ 10%_ 10min	mouse	N/A	DUG	N/A	SRC1611	SRC1611_R2	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A04	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-467			mm10	1,503,123	854,145	0.568	0.00693	3.643	0.0351		
N/A	NA	Cortex1_H3K9me3	mouse	N/A	DUG	N/A	SRC1580	SRC1580	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A05	/home/sochee/fastq/SRC1580_R1.fastq.bz2	SEQ-468			mm10	46,902,900	23,563,690	0.502	0.00151	1.787	0.0271		
N/A	NA	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A05	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468			mm10	3,864,020	885,206	0.229	0.0059	7.804	0.0777		
N/A	NA	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A05	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468			mm10	1,932,010	1,229,226	0.636	0.00568	3.579	0.0365		
N/A	NA	input_ 20mg_ 15%_ 10 min	mouse	N/A	DUG	N/A	SRC1612	SRC1612_R2	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A05	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-468			mm10	1,932,010	1,089,349	0.564	0.00576	3.853	0.0394		
N/A	NA	Cortex1_H3K9me3	mouse	N/A	DUG	N/A	SRC1581	SRC1581	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A06	/home/sochee/fastq/SRC1581_R1.fastq.bz2	SEQ-469			mm10	43,468,753	21,291,395	0.49	0.00244	2.082	0.0271		
N/A	NA	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A06	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469			mm10	1,059,004	165,478	0.156	0.007	4.825	0.0338		
N/A	NA	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A06	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469			mm10	529,502	287,255	0.543	0.00663	1.681	0.0179		
N/A	NA	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_R2	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A06	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-469			mm10	529,502	243,783	0.46	0.00679	2.147	0.0194		
N/A	NA	input_ 20mg_ 20% 10 min	mouse	N/A	DUG	N/A	SRC1613	SRC1613_2	ChIP-seq	EPIGEN	NextSeq550 Mid	50	PE	N/A	(truseq)	A06		SEQ-469			mm10	26,845,150	6,740,864	0.251	0.00791	3.437	0.0281		
N/A	NA	Cortex1_H3K4me1	mouse	N/A	DUG	N/A	SRC1582	SRC1582	Other (please explain in notes)	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A07	/home/sochee/fastq/SRC1582_R1.fastq.bz2	SEQ-470			mm10	28,041,604	23,448,828	0.836	0.000166	1.888	0.0672		
N/A	NA	H3K27me3_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1614	SRC1614	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A07	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-470			mm10	45,580,536	35,605,464	0.781	0.000475	1.259	0.00997		
N/A	NA	H3K27me3_ adult mouse_ cortex	mouse	N/A	DUG	N/A	SRC1614	SRC1614_R1	ChIP-seq	LICR	Hi-seq4000	50	SE	N/A	(truseq)	A07	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_02_20_ChIP_A/RRPE_02202018_ChIPA	SEQ-470			mm10	22,790,268	17,398,294	0.763	0.000458	1.253	0.0103		
