IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i5 Index (or single index)	i7 index (if applicable)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-38	CZ03	CZ03	human	EXP-72	JYH	08/18/2017	JYH_76	JYH_76	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S508	N706	Our NPB	SEQ-88		ZC	hg38	27,197,038	12,484,052	0.459	0.392	10.47	0.131		
SAMP-39	CZ04	CZ04	human	EXP-73	JYH	08/18/2017	JYH_77	JYH_77	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S510	N707	Zhang's buffer	SEQ-89		ZC	hg38	31,032,262	10,033,384	0.323	0.541	34.68	0.304		
SAMP-39	CZ04	CZ04	human	EXP-74	JYH	08/18/2017	JYH_78	JYH_78	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S511	N710	Our NPB	SEQ-90		ZC	hg38	29,966,348	14,918,996	0.498	0.344	38.85	0.325		
SAMP-33	Che6-072817	Che6-072817	human	EXP-75	JYH	08/18/2017	JYH_79	JYH_79	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S502	N711	Low cell number	SEQ-91		ZC	hg38	40,320,918	8,381,220	0.208	0.619	38.04	0.331		
other	HG00514_2_TB_gly	ATAC control	human	EXP-76	JYH	08/18/2017	JYH_80	JYH_80	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S503	N712	NA	SEQ-92		ZC	hg38	37,467,866	18,063,402	0.482	0.291	38.7	0.272		
SAMP-120	SS_AT1_S2-1-B-Cells	SS_AT1_S2-1-B-Cells	mouse	EXP-84	JYH	09/15/2017	JYH_110	JYH_110	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S505	N701	SS_AT1_S2-1-B-Cells using 50,000cells with 1 ul Tn5	SEQ-93		ZC	mm10	129,178,368	42,871,484	0.332	0.225	76.8	0.452		
SAMP-121	SS_AT1_S2-2-IgA-Cells	SS_AT1_S2-2-IgA-Cells	mouse	EXP-85	JYH	09/15/2017	JYH_111	JYH_111	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S506	N702	3k + 0.5 ul Tn5	SEQ-94		ZC	mm10	160,826,738	2,932,204	0.0182	0.156	41.38	0.198		
SAMP-122	SS_AT1_S2-3-CD138-Cells	SS_AT1_S2-3-CD138-Cells	mouse	EXP-86	JYH	09/15/2017	JYH_112	JYH_112	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S507	N703	21k + 0.5 ul Tn5	SEQ-95		ZC	mm10	138,302,226	5,509,398	0.0398	0.325	86.34	0.475		
SAMP-123	SS_AT1_L2-B-Cells	SS_AT1_L2-B-Cells	mouse	EXP-87	JYH	09/15/2017	JYH_113	JYH_113	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S508	N704	18k + 0.5 ul Tn5	SEQ-96		ZC	mm10	113,388,876	6,388,812	0.0563	0.383	45.75	0.281		
SAMP-120	SS_AT1_S2-1-B-Cells	SS_AT1_S2-1-B-Cells	mouse	EXP-88	JYH	09/15/2017	JYH_114	JYH_114	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S510	N705	SS_AT1_S2-1-B-Cells using 20,000cells with 0.5 ul Tn5	SEQ-97		ZC	mm10	140,463,498	20,838,680	0.148	0.224	75.23	0.434		
other	HG00514_2_TB_gly	ATAC control	human	EXP-89	JYH	09/15/2017	JYH_115	JYH_115	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S511	N704	50k, 1 ul	SEQ-98		ZC	hg38	3,802,938	1,924,264	0.506	0.333	35.49	0.284		
other	HG00514_2_TB_gly	ATAC control	human	EXP-90	JYH	09/15/2017	JYH_116	JYH_116	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S508	N702	20k, 0.5 ul	SEQ-99		ZC	hg38	3,439,436	1,591,728	0.463	0.36	35.67	0.259		
SAMP-33	Che6-072817	Che6-072817	human	EXP-75	JYH	09/15/2017	JYH_117	JYH_117	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S502	N711	Low cell number	SEQ-100		ZC	hg38	144,067,202	18,322,676	0.127	0.622	34.18	0.324		
SAMP-34	Pal14-072817	Pal14-072817	human	EXP-91	JYH	09/15/2017	JYH_118	JYH_118	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S507	N701	Tn5 0.5 ul	SEQ-101		ZC	hg38	122,454,448	25,188,036	0.206	0.67	31.24	0.314		
SAMP-35	5-8_072817	5-8_072817	human	EXP-92	JYH	09/15/2017	JYH_119	JYH_119	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S510	N703	Tn5 1.0 ul	SEQ-102		ZC	hg38	90,760,228	59,588,252	0.657	0.134	34.67	0.362		
SAMP-67	R234	Islet_Fresh	human	EXP-77	JYH	09/15/2017	JYH_103	JYH_103	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S503	N701	Fresh islet	SEQ-103		ZC	hg38	48,859,016	24,774,862	0.507	0.307	19.82	0.164		
SAMP-67	R234	Islet_FlashFrozen	human	EXP-78	JYH	09/15/2017	JYH_104	JYH_104	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S505	N702	flash frozen islet	SEQ-104		ZC	hg38	41,070,902	24,562,482	0.598	0.19	10.6	0.0726		
SAMP-67	R234	Islet_0.1tn5	human	EXP-79	JYH	09/15/2017	JYH_105	JYH_105	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S506	N703	Tn5 0.1 ul	SEQ-105		ZC	hg38	47,018,672	7,973,100	0.17	0.702	20.43	0.173		
SAMP-67	R234	Islet_0.5tn5	human	EXP-80	JYH	09/15/2017	JYH_106	JYH_106	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S507	N704	Tn5 0.5 ul	SEQ-106		ZC	hg38	38,720,438	17,313,070	0.447	0.393	22.22	0.182		
SAMP-67	R234	Islet_1.0tn5	human	EXP-81	JYH	09/15/2017	JYH_107	JYH_107	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S508	N705	Tn5 1.0 ul	SEQ-107		ZC	hg38	50,690,448	26,545,172	0.524	0.29	20.48	0.168		
SAMP-67	R234	Islet_1.5tn5	human	EXP-82	JYH	09/15/2017	JYH_108	JYH_108	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S510	N706	Tn5 1.5 ul	SEQ-108		ZC	hg38	44,966,408	25,244,926	0.561	0.253	18.68	0.155		
SAMP-67	R234	Islet_10tn5	human	EXP-83	JYH	09/15/2017	JYH_109	JYH_109	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S511	N707	Tn5 10 ul	SEQ-109		ZC	hg38	53,197,882	34,532,962	0.649	0.142	11.66	0.0934		
SAMP-196	MCCT-051.3	MCCT-051.3	human	EXP-100	JYH	10/26/2017	JYH_120	JYH_120	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S503	N701	Cohen	SEQ-110		ZC	hg38	32,232,746	22,282,802	0.691	0.0835	4.07	0.0546		
SAMP-200	H7-DMSO-1SNAP	H7-DMSO-1SNAP	human	EXP-104	JYH	10/26/2017	JYH_121	JYH_121	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S505	N701	Burgoyne 2nd	SEQ-111		ZC	hg38	123,606,790	22,549,820	0.182	0.52	12.81	0.215		
SAMP-201	H7-DMSO-2SNAP	H7-DMSO-2SNAP	human	EXP-105	JYH	10/26/2017	JYH_122	JYH_122	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S506	N702	Burgoyne 2nd	SEQ-112		ZC	hg38	153,507,078	20,414,486	0.133	0.541	12.84	0.216		
SAMP-202	H7-2523R-1SNAP	H7-2523R-1SNAP	human	EXP-106	JYH	10/26/2017	JYH_123	JYH_123	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S507	N703	Burgoyne 2nd	SEQ-113		ZC	hg38	117,899,562	26,405,782	0.224	0.646	20.71	0.309		
SAMP-203	H7-2523R-2SNAP	H7-2523R-2SNAP	human	EXP-107	JYH	10/26/2017	JYH_124	JYH_124	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S508	N704	Burgoyne 2nd	SEQ-114		ZC	hg38	111,251,386	24,418,506	0.219	0.665	20.54	0.315		
SAMP-211	HCT-1299	HCT-1299	human	EXP-108	JYH	10/26/2017	JYH_125	JYH_125	ATAC-seq	IGM	HiSeq4000	100	PE	0.16	S510	N705	Pfizer 1st	SEQ-115		ZC	hg38	104,512,582	56,734,222	0.543	0.26	38.25	0.516		
other	HG00514_2_TB_gly	ATAC control	human	EXP-111	JYH	10/26/2017	JYH_126	JYH_126	ATAC-seq	IGM	HiSeq4000	100	PE	0.04	S503	N710	mix a litte	SEQ-116		ZC	hg38	15,456,692	7,783,840	0.504	0.324	36.66	0.281		
SAMP-22	2051 3-2 1hr	2051 3-2 1hr	human	EXP-17	JYH	10/26/2017	JYH_59	JYH_59_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.04	S510	N702	resubmission	SEQ-117		ZC	hg38	41,374,840	22,615,256	0.547	0.215	44.15	0.384		
SAMP-23	2051 3-2 6 hr	2051 3-2 6 hr	human	EXP-18	JYH	10/26/2017	JYH_60	JYH_60_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.03	S510	N703	resubmission	SEQ-118		ZC	hg38	35,987,370	18,839,136	0.523	0.249	41.99	0.342		
SAMP-24	2703 2-1 No KCl	2703 2-1 No KCl	human	EXP-19	JYH	10/26/2017	JYH_61	JYH_61_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.11	S510	N704	resubmission	SEQ-119		ZC	hg38	62,160,244	29,507,872	0.475	0.257	20.99	0.17		
SAMP-25	2703 2-1 1 hr	2703 2-1 1 hr	human	EXP-20	JYH	10/26/2017	JYH_62	JYH_62_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.14	S510	N705	resubmission	SEQ-120		ZC	hg38	67,437,294	29,105,770	0.432	0.294	20.33	0.166		
SAMP-26	2703 2-1 6 hr	2703 2-1 6 hr	human	EXP-21	JYH	10/26/2017	JYH_63	JYH_63_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.13	S510	N706	resubmission	SEQ-121		ZC	hg38	79,285,884	34,604,112	0.436	0.273	20.52	0.167		
SAMP-27	2703 3-3 No KCl	2703 3-3 No KCl	human	EXP-22	JYH	10/26/2017	JYH_64	JYH_64_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S510	N707	resubmission	SEQ-122		ZC	hg38	64,280,754	29,595,378	0.46	0.268	28.77	0.229		
SAMP-28	2703 3-3 1 hr	2703 3-3 1 hr	human	EXP-23	JYH	10/26/2017	JYH_65	JYH_65_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.13	S510	N710	resubmission	SEQ-123		ZC	hg38	80,228,396	36,404,524	0.454	0.273	28.86	0.223		
SAMP-29	2703 3-3 6 hr	2703 3-3 6 hr	human	EXP-24	JYH	10/26/2017	JYH_66	JYH_66_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.12	S510	N711	resubmission	SEQ-124		ZC	hg38	96,352,812	41,912,020	0.435	0.244	26.03	0.209		
SAMP-31	2703 3-4 1 hr	2703 3-4 1 hr	human	EXP-26	JYH	10/26/2017	JYH_68	JYH_68_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.07	S502	N701	resubmission	SEQ-125		ZC	hg38	49,167,810	27,481,106	0.559	0.147	26.86	0.222		
SAMP-32	2703 3-4 6 hr	2703 3-4 6 hr	human	EXP-27	JYH	10/26/2017	JYH_69	JYH_69_2	ATAC-seq	LICR	HiSeq4000	50	PE	0.13	S502	N702	resubmission	SEQ-126		ZC	hg38	92,985,698	46,938,088	0.505	0.153	24.08	0.2		
SAMP-226	D00_Rep1	D00_Rep1	human	EXP-118	JYH	10/26/2017	JYH_127	JYH_127	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S502	N701	Neil Chi Rep1	SEQ-127		ZC	hg38	20,042,820	6,259,918	0.312	0.529	31.46	0.319		
SAMP-228	D03_Rep1	D03_Rep1	human	EXP-119	JYH	10/26/2017	JYH_128	JYH_128	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N702	Neil Chi Rep1	SEQ-128		ZC	hg38	38,138,064	8,941,290	0.234	0.434	26.58	0.238		
SAMP-230	D05_Rep1_VE	D05_Rep1_VE	human	EXP-120	JYH	10/26/2017	JYH_129	JYH_129	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S505	N703	Neil Chi Rep1	SEQ-129		ZC	hg38	21,161,606	9,350,844	0.442	0.371	37.32	0.351		
SAMP-232	D07_Rep1_VE	D07_Rep1_VE	human	EXP-121	JYH	10/26/2017	JYH_130	JYH_130	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S506	N704	Neil Chi Rep1	SEQ-130		ZC	hg38	19,413,502	9,429,566	0.486	0.328	30.69	0.329		
SAMP-234	D09_Rep1_VE	D09_Rep1_VE	human	EXP-122	JYH	10/26/2017	JYH_131	JYH_131	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S507	N705	Neil Chi Rep1	SEQ-131		ZC	hg38	18,027,970	9,104,322	0.505	0.291	34.01	0.366		
SAMP-236	D15_Rep1_VE	D15_Rep1_VE	human	EXP-123	JYH	10/26/2017	JYH_132	JYH_132	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S508	N706	Neil Chi Rep1	SEQ-132		ZC	hg38	18,285,334	9,324,382	0.51	0.292	30.97	0.315		
SAMP-238	D05_Rep1_CM	D05_Rep1_CM	human	EXP-124	JYH	10/26/2017	JYH_133	JYH_133	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S510	N707	Neil Chi Rep1	SEQ-133		ZC	hg38	24,610,798	6,735,242	0.274	0.574	41.05	0.404		
SAMP-240	D07_Rep1_CM	D07_Rep1_CM	human	EXP-125	JYH	10/26/2017	JYH_134	JYH_134	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S511	N710	Neil Chi Rep1	SEQ-134		ZC	hg38	22,529,180	8,644,326	0.384	0.44	38.11	0.381		
SAMP-242	D09_Rep1_CM	D09_Rep1_CM	human	EXP-126	JYH	10/26/2017	JYH_135	JYH_135	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S506	N701	Neil Chi Rep1	SEQ-135		ZC	hg38	22,410,962	6,868,324	0.306	0.535	44.22	0.438		
SAMP-244	D15_Rep1_CM	D15_Rep1_CM	human	EXP-127	JYH	10/26/2017	JYH_136	JYH_136	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S507	N702	Neil Chi Rep1	SEQ-136		ZC	hg38	23,589,862	8,625,066	0.366	0.458	41.05	0.389		
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi	human	EXP-128	JYH	10/26/2017	JYH_137	JYH_137	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S508	N703	Neil Chi Rep1	SEQ-137		ZC	hg38	23,416,190	8,338,188	0.356	0.467	38.08	0.38		
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi	human	EXP-129	JYH	10/26/2017	JYH_138	JYH_138	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S510	N704	Neil Chi Rep1	SEQ-138		ZC	hg38	18,681,834	8,694,504	0.465	0.348	37.81	0.387		
SAMP-250	D09_Rep1_Epi	D09_Rep1_Epi	human	EXP-130	JYH	10/26/2017	JYH_139	JYH_139	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S511	N705	Neil Chi Rep1	SEQ-139		ZC	hg38	21,070,104	9,585,382	0.455	0.353	40.42	0.407		
SAMP-252	D15_Rep1_Epi	D15_Rep1_Epi	human	EXP-131	JYH	10/26/2017	JYH_140	JYH_140	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S502	N706	Neil Chi Rep1	SEQ-140		ZC	hg38	16,353,636	8,350,804	0.511	0.289	34.53	0.323		
SAMP-254	D20_Rep1_Epi	D20_Rep1_Epi	human	EXP-132	JYH	10/26/2017	JYH_141	JYH_141	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N707	Neil Chi Rep1	SEQ-141		ZC	hg38	20,890,998	10,889,808	0.521	0.279	39.79	0.407		
SAMP-159	GM19240_Snap10pDMSO_2	ATAC control	human	EXP-133	JYH	10/26/2017	JYH_142	JYH_142	ATAC-seq	IGM	HiSeq4000	100	PE	0.01	S505	N710	NA	SEQ-142		ZC	hg38	5,577,778	1,829,484	0.328	0.504	37.55	0.23		
SAMP-247	D05_Rep2_Epi	D05_Rep2_Epi	human	EXP-144	JYH	10/26/2017	JYH_153	JYH_153	ATAC-seq	IGM	HiSeq4000	100	PE	0.06	S503	N703	Neil Chi Rep1	SEQ-143		ZC	hg38	24,189,506	10,532,608	0.435	0.361	37.28	0.396		
SAMP-227	D00_Rep2	D00_Rep2	human	EXP-134	JYH	10/26/2017	JYH_143	JYH_143	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S510	N701	Neil Chi Rep1	SEQ-144		ZC	hg38	40,998,882	17,492,346	0.427	0.448	25.19	0.316		
SAMP-229	D03_Rep2	D03_Rep2	human	EXP-135	JYH	10/26/2017	JYH_144	JYH_144	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N702	Neil Chi Rep1	SEQ-145		ZC	hg38	57,347,932	28,260,478	0.493	0.316	22.47	0.276		
SAMP-231	D05_Rep2_VE	D05_Rep2_VE	human	EXP-136	JYH	10/26/2017	JYH_145	JYH_145	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N703	Neil Chi Rep1	SEQ-146		ZC	hg38	49,566,040	25,991,616	0.524	0.338	28.69	0.382		
SAMP-233	D07_Rep2_VE	D07_Rep2_VE	human	EXP-137	JYH	10/26/2017	JYH_146	JYH_146	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N704	Neil Chi Rep1	SEQ-147		ZC	hg38	44,999,050	30,675,710	0.682	0.177	23.65	0.332		
SAMP-235	D09_Rep2_VE	D09_Rep2_VE	human	EXP-138	JYH	10/26/2017	JYH_147	JYH_147	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S505	N705	Neil Chi Rep1	SEQ-148		ZC	hg38	50,837,690	34,657,272	0.682	0.174	25.06	0.333		
SAMP-237	D15_Rep2_VE	D15_Rep2_VE	human	EXP-139	JYH	10/26/2017	JYH_148	JYH_148	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S506	N706	Neil Chi Rep1	SEQ-149		ZC	hg38	46,071,122	30,259,816	0.657	0.199	26.53	0.322		
SAMP-239	D05_Rep2_CM	D05_Rep2_CM	human	EXP-140	JYH	10/26/2017	JYH_149	JYH_149	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S507	N707	Neil Chi Rep1	SEQ-150		ZC	hg38	47,214,252	26,135,582	0.554	0.302	31.39	0.424		
SAMP-241	D07_Rep2_CM	D07_Rep2_CM	human	EXP-141	JYH	10/26/2017	JYH_150	JYH_150	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S508	N710	Neil Chi Rep1	SEQ-151		ZC	hg38	45,617,434	24,857,806	0.545	0.315	31.97	0.447		
SAMP-243	D09_Rep2_CM	D09_Rep2_CM	human	EXP-142	JYH	10/26/2017	JYH_151	JYH_151	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S511	N701	Neil Chi Rep1	SEQ-152		ZC	hg38	55,968,156	32,497,406	0.581	0.273	31.81	0.422		
SAMP-245	D15_Rep2_CM	D15_Rep2_CM	human	EXP-143	JYH	10/26/2017	JYH_152	JYH_152	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S503	N702	Neil Chi Rep1	SEQ-153		ZC	hg38	40,656,988	24,516,296	0.603	0.231	26.27	0.355		
SAMP-249	D07_Rep2_Epi	D07_Rep2_Epi	human	EXP-145	JYH	10/26/2017	JYH_154	JYH_154	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S505	N704	Neil Chi Rep1	SEQ-154		ZC	hg38	46,324,146	31,634,350	0.683	0.168	28.8	0.399		
SAMP-251	D09_Rep2_Epi	D09_Rep2_Epi	human	EXP-146	JYH	10/26/2017	JYH_155	JYH_155	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S506	N705	Neil Chi Rep1	SEQ-155		ZC	hg38	42,376,028	28,990,632	0.684	0.166	29.13	0.393		
SAMP-253	D15_Rep2_Epi	D15_Rep2_Epi	human	EXP-147	JYH	10/26/2017	JYH_156	JYH_156	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S507	N706	Neil Chi Rep1	SEQ-156		ZC	hg38	45,088,608	31,775,288	0.705	0.148	28.25	0.384		
SAMP-255	D20_Rep2_Epi	D20_Rep2_Epi	human	EXP-148	JYH	10/26/2017	JYH_157	JYH_157	ATAC-seq	IGM	HiSeq4000	100	PE	0.07	S508	N707	Neil Chi Rep1	SEQ-157		ZC	hg38	46,406,870	33,334,564	0.718	0.147	27.68	0.365		
SAMP-159	GM19240_Snap10pDMSO_3	ATAC control	human	EXP-149	JYH	10/26/2017	JYH_158	JYH_158	ATAC-seq	IGM	HiSeq4000	100	PE	0.02	S510	N710	NA	SEQ-158		ZC	hg38	7,960,636	4,462,470	0.561	0.292	27.54	0.202		
SAMP-126	GM19240_Slow5pDMSO	GM19240_Slow5%DMSO	human	EXP-150	AVD	11/13/2017	AVD_14	AVD_14	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S505	N701	LCL freezing conditions test	SEQ-159			hg38	7,345,474	4,913,790	0.669	0.148	22.95	0.175		
SAMP-145	GM19240_Snap5pDMSO	GM19240_Snap5%DMSO	human	EXP-151	AVD	11/13/2017	AVD_15	AVD_15	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S506	N702	LCL freezing conditions test	SEQ-160			hg38	6,989,856	4,967,982	0.711	0.115	27.56	0.257		
SAMP-152	GM19240_Slow10pDMSO	GM19240_Slow10%DMSO	human	EXP-152	AVD	11/13/2017	AVD_16	AVD_16	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S507	N703	LCL freezing conditions test	SEQ-161			hg38	7,676,410	4,967,826	0.647	0.168	34.91	0.284		
SAMP-159	GM19240_Snap10pDMSO	GM19240_Snap10%DMSO	human	EXP-153	AVD	11/13/2017	AVD_17	AVD_17	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S508	N704	LCL freezing conditions test	SEQ-162			hg38	9,065,878	6,198,504	0.684	0.131	23.12	0.206		
SAMP-47	AN09292_rep1	AN09292_rep1	human	EXP-154	AVD	11/13/2017	AVD_18	AVD_18	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S502	N705	Gaulton hippocampus trial ATAC rep1	SEQ-163			hg38	12,521,846	6,950,382	0.555	0.283	14.83	0.139		
SAMP-47	AN09292_rep2	AN09292_rep2	human	EXP-155	AVD	11/13/2017	AVD_19	AVD_19	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S503	N706	Gaulton hippocampus trial ATAC rep2	SEQ-164			hg38	12,215,466	8,362,732	0.685	0.157	13.45	0.136		
SAMP-47	AN09292_rep3	AN09292_rep3	human	EXP-156	AVD	11/13/2017	AVD_20	AVD_20	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S510	N707	Gaulton hippocampus trial ATAC rep3	SEQ-165			hg38	9,707,094	6,066,332	0.625	0.215	12.39	0.129		
SAMP-47	AN09292_rep4	AN09292_rep4	human	EXP-157	AVD	11/13/2017	AVD_21	AVD_21	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S511	N710	Gaulton hippocampus trial ATAC rep4	SEQ-166			hg38	12,357,326	7,686,926	0.622	0.21	13.2	0.127		
SAMP-54	NesCre-GFP(-) Head	NesCre-GFP(-) Head	mouse	EXP-158	AVD	11/13/2017	AVD_22	AVD_22	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S502	N711	Jax trial ATAC	SEQ-167			mm10	9,679,630	7,669,790	0.792	0.0572	19.49	0.197		
SAMP-56	NesCre-GFP(-) Trunk	NesCre-GFP(-) Trunk	mouse	EXP-159	AVD	11/13/2017	AVD_23	AVD_23	ATAC-seq	LICR	HiSeq4000	50	PE	0.01	S503	N712	Jax trial ATAC	SEQ-168			mm10	8,241,196	6,323,140	0.767	0.0591	16.24	0.163		
SAMP-256	1-CCO19-MC-48h-Ctrl-1_1	CCO19-MC-48h-Ctrl-1_1	mouse	EXP-160	AVD	11/13/2017	AVD_24	AVD_24	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S511	N701	Karin lab ATAC	SEQ-169			mm10	97,615,646	77,478,470	0.794	0.0289	34.25	0.342		
SAMP-257	2-CCO19-MC-48h-Ctrl-2_2	CCO19-MC-48h-Ctrl-2_2	mouse	EXP-161	AVD	11/13/2017	AVD_25	AVD_25	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S510	N702	Karin lab ATAC	SEQ-170			mm10	105,690,414	78,329,432	0.741	0.0701	36.27	0.34		
SAMP-258	3-CCO19-MC-48h-2uM-Ox-1_3	CCO19-MC-48h-2uM-Ox-1_3	mouse	EXP-162	AVD	11/13/2017	AVD_26	AVD_26	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S508	N703	Karin lab ATAC	SEQ-171			mm10	122,813,394	89,082,108	0.725	0.0702	24.27	0		
SAMP-259	4-CCO19-MC-48h-2uM-Ox-2_4	CCO19-MC-48h-2uM-Ox-2_4	mouse	EXP-163	AVD	11/13/2017	AVD_27	AVD_27	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S507	N704	Karin lab ATAC	SEQ-172			mm10	71,475,640	55,744,134	0.78	0.0551	22.51	0.282		
SAMP-260	5-CCO19-MC-48h-2uM-Cis-1_5	CCO19-MC-48h-2uM-Cis-1_5	mouse	EXP-164	AVD	11/13/2017	AVD_28	AVD_28	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S506	N705	Karin lab ATAC	SEQ-173			mm10	105,987,268	77,674,158	0.733	0.0862	19.06	0.262		
SAMP-261	6-CCO19-MC-48h-2uM-Cis-2_6	CCO19-MC-48h-2uM-Cis-2_6	mouse	EXP-165	AVD	11/13/2017	AVD_29	AVD_29	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S505	N706	Karin lab ATAC	SEQ-174			mm10	133,334,978	97,712,238	0.733	0.0855	20.66	0		
SAMP-268	7-CCO19-MC-48h-1000pg-IFNg-1_7	CCO19-MC-48h-1000pg-IFNg-1_7	mouse	EXP-166	AVD	11/13/2017	AVD_30	AVD_30	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S507	N705	Karin lab ATAC	SEQ-175			mm10	85,184,276	65,959,438	0.774	0.0333	22.83	0.243		
SAMP-269	8-COO19-MC-48h-1000pg-IFNg-2_8	COO19-MC-48h-1000pg-IFNg-2_8	mouse	EXP-167	AVD	11/13/2017	AVD_31	AVD_31	ATAC-seq	LICR	HiSeq4000	50	PE	0.10	S508	N706	Karin lab ATAC	SEQ-176			mm10	73,426,492	58,661,610	0.799	0.0244	24.14	0.271		
